Id,Country,City,Latitude,Longitude,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
2097,germany,munich,48.15,11.5833,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2098,germany,regensburg,49.015,12.095556,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2099,germany,regensburg,49.015,12.095556,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2100,germany,rudersdorf,52.45,13.783333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2101,germany,bad homburg,50.216667,8.616667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2102,germany,butzbach,50.433333,8.683333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2103,germany,frankfurt,50.116667,8.683333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2104,germany,gelnhausen,50.2,9.183333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2105,germany,kassel,51.316667,9.5,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2106,germany,emden,52.233333,11.266667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2107,germany,gottingen,51.533333,9.933333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2108,germany,oldenburg,53.166667,8.2,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2109,germany,sande,53.5,8,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2110,germany,stade,53.6,9.483333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2111,germany,aachen,50.770833,6.105278,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2112,germany,dusseldorf,51.216667,6.766667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2113,germany,essen,51.45,7.016667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2114,germany,koln,50.933333,6.95,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2115,germany,remscheid,51.183333,7.2,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2116,germany,siegen,50.866667,8.033333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2117,germany,kandel,49.089167,8.184167,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2118,germany,katzenelnbogen,50.283333,7.95,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2119,germany,ludwigshafen,49.481111,8.435278,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2120,germany,chemnitz,50.833333,12.916667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2121,germany,leipzig,51.3,12.333333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2122,germany,leipzig,51.3,12.333333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2123,germany,itzehoe,53.916667,9.516667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2124,germany,kiel,54.333333,10.133333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2125,germany,altenburg,50.983333,12.45,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2126,germany,erfurt,50.983333,11.033333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2127,germany,jena,50.933333,11.583333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2128,germany,stadtroda,50.85,11.733333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2129,germany,berlin,52.516667,13.4,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2130,germany,berlin,52.516667,13.4,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2131,germany,berlin,52.516667,13.4,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2132,germany,berlin,52.516667,13.4,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2133,germany,berlin,52.516667,13.4,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2134,germany,hamburg,53.55,10,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2135,germany,hamburg,53.55,10,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2136,ireland,dublin,53.3330556,-6.2488889,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2137,united kingdom,irvine,55.6,-4.666667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2138,united kingdom,inverness,57.466667,-4.233333,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2139,united kingdom,glasgow,55.833333,-4.25,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2140,united kingdom,swansea,51.633333,-3.966667,NCT02230969,Multiple Sclerosis,RRMS,Drug,Phase 3,1600,Biogen Investigative Site
2141,united states of america,houston,29.7630556,-95.3630556,NCT02466074,Multiple Sclerosis,All,Drug,Phase 1-Phase 2,20,UTHealth
2142,france,besancon,47.248778,6.018152,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Besançon
2143,france,bordeaux,44.840439,-0.5805,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Bordeaux
2144,france,caen,49.197188,-0.326822,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Caen
2145,france,lille,50.632971,3.058585,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,Chu Lille
2146,france,marseille,43.285413,5.37606,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,Chu La Timone
2147,france,nancy,48.69211,6.187756,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Nancy
2148,france,nantes,47.216509,-1.552379,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Nantes
2149,france,nice,43.713644,7.25952,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Nice
2150,france,nimes,43.833778,4.359623,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHU Nîmes
2151,france,strasbourg,48.600381,7.787355,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,CHRU Strasbourg
2152,germany,munster,51.966667,7.633333,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,Université de Muenter
2153,spain,barcelona,41.398371,2.1741,NCT01981161,Multiple Sclerosis,RRMS,Other,Phase 4,600,Hôpital Vall D'Hebron
2154,norway,drammen,59.7425,10.211667,NCT01720849,Multiple Sclerosis,All,Drug,Phase 2,50,Vestre Viken Helseforetak
2155,united states of america,salt lake city,40.7608333,-111.8902778,NCT02440126,Multiple Sclerosis,All,Drug,N/A,200,Rocky Mountain MS Research Group
2156,united states of america,columbus,39.9611111,-82.9988889,NCT02717429,Multiple Sclerosis,All,Behavioral,N/A,60,Department of Psychology - The Ohio State University
2157,united states of america,los angeles,34.0522222,-118.2427778,NCT02740361,Multiple Sclerosis,All,Behavioral,N/A,400,Cedars-Sinai Medical Center
2158,united states of america,kansas city,39.0997222,-94.5783333,NCT02740361,Multiple Sclerosis,All,Behavioral,N/A,400,University of Missouri - Kansas City
2159,united states of america,state college,40.7933333,-77.8602778,NCT02740361,Multiple Sclerosis,All,Behavioral,N/A,400,Penn State University
2160,germany,berlin,52.516667,13.4,NCT02740361,Multiple Sclerosis,All,Behavioral,N/A,400,Charité University
2161,germany,hamburg,53.55,10,NCT02740361,Multiple Sclerosis,All,Behavioral,N/A,400,Universitätsklinikum Hamburg-Eppendorf
2162,switzerland,basel,47.558395,7.573271,NCT02277964,Multiple Sclerosis,RRMS,Drug,Phase 4,40,University Hospital Basel - Switzerland
2163,united states of america,homewood,33.4716667,-86.8008333,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2164,united states of america,newport beach,33.6188889,-117.9280556,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2165,united states of america,atlanta,33.7488889,-84.3880556,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2166,united states of america,buffalo,42.8863889,-78.8786111,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2167,united states of america,patchogue,40.7655556,-73.0155556,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2168,united states of america,huntersville,35.4105556,-80.8430556,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2169,united states of america,seattle,47.6063889,-122.3308333,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2170,united states of america,milwaukee,43.0388889,-87.9063889,NCT02519413,Multiple Sclerosis,RRMS,Drug,Phase 4,1500,Biogen Investigative Site
2171,united states of america,cullman,34.1747222,-86.8436111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2172,united states of america,phoenix,33.4483333,-112.0733333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2173,united states of america,phoenix,33.4483333,-112.0733333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2174,united states of america,phoenix,33.4483333,-112.0733333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2175,united states of america,los angeles,34.0522222,-118.2427778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2176,united states of america,sacramento,38.5816667,-121.4933333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2177,united states of america,torrance,33.8358333,-118.3397222,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2178,united states of america,aurora,39.7294444,-104.8313889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2179,united states of america,denver,39.7391667,-104.9841667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2180,united states of america,loveland,40.3977778,-105.0744444,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2181,united states of america,fairfield,41.1411111,-73.2641667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2182,united states of america,newark,39.6836111,-75.75,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2183,united states of america,washington,38.895,-77.0366667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2184,united states of america,jacksonville,30.3319444,-81.6558333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2185,united states of america,maitland,28.6275,-81.3633333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2186,united states of america,ormond beach,29.2855556,-81.0561111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2187,united states of america,pompano beach,26.2375,-80.125,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2188,united states of america,port charlotte,26.9758333,-82.0908333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2189,united states of america,sarasota,27.3361111,-82.5308333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2190,united states of america,sarasota,27.3361111,-82.5308333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2191,united states of america,tallahassee,30.4380556,-84.2808333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2192,united states of america,tampa,27.9472222,-82.4586111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2193,united states of america,vero beach,27.6383333,-80.3975,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2194,united states of america,west palm beach,26.715,-80.0536111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2195,united states of america,atlanta,33.7488889,-84.3880556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2196,united states of america,elk grove village,42.0038889,-87.9702778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2197,united states of america,evanston,42.0411111,-87.69,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2198,united states of america,flossmoor,41.5427778,-87.6847222,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2199,united states of america,northbrook,42.1275,-87.8288889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2200,united states of america,indianapolis,39.7683333,-86.1580556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2201,united states of america,west des moines,41.5772222,-93.7111111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2202,united states of america,kansas city,39.0997222,-94.5783333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2203,united states of america,lenexa,38.9536111,-94.7333333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2204,united states of america,louisville,38.2541667,-85.7594444,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2205,united states of america,new orleans,29.9544444,-90.075,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2206,united states of america,boston,42.3583333,-71.0602778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2207,united states of america,springfield,42.1013889,-72.5902778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2208,united states of america,detroit,42.3313889,-83.0458333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2209,united states of america,grand rapids,42.9633333,-85.6680556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2210,united states of america,kansas city,39.0997222,-94.5783333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2211,united states of america,saint louis,38.6272222,-90.1977778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2212,united states of america,saint louis,38.6272222,-90.1977778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2213,united states of america,great falls,47.5002778,-111.3,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2214,united states of america,las vegas,36.175,-115.1363889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2215,united states of america,freehold,40.26,-74.2741667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2216,united states of america,newark,40.7355556,-74.1727778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2217,united states of america,teaneck,40.8975,-74.0163889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2218,united states of america,albuquerque,35.0844444,-106.6505556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2219,united states of america,albuquerque,35.0844444,-106.6505556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2220,united states of america,amherst,42.9783333,-78.8,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2221,united states of america,buffalo,42.8863889,-78.8786111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2222,united states of america,patchogue,40.7655556,-73.0155556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2223,united states of america,rochester,44.0216667,-92.4697222,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2224,united states of america,stony brook,40.9255556,-73.1413889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2225,united states of america,syracuse,43.0480556,-76.1477778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2226,united states of america,chapel hill,35.9130556,-79.0561111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2227,united states of america,charlotte,35.2269444,-80.8433333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2228,united states of america,winston-salem,36.0997222,-80.2444444,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2229,united states of america,akron,41.0813889,-81.5191667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2230,united states of america,bellevue,41.2736111,-82.8416667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2231,united states of america,columbus,39.9611111,-82.9988889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2232,united states of america,columbus,39.9611111,-82.9988889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2233,united states of america,dayton,39.7588889,-84.1916667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2234,united states of america,toledo,41.6638889,-83.5552778,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2235,united states of america,oklahoma city,35.4675,-97.5161111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2236,united states of america,portland,45.5236111,-122.675,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2237,united states of america,philadelphia,39.9522222,-75.1641667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2238,united states of america,spartanburg,34.9494444,-81.9322222,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2239,united states of america,knoxville,35.9605556,-83.9208333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2240,united states of america,memphis,35.1494444,-90.0488889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2241,united states of america,nashville,36.1658333,-86.7844444,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2242,united states of america,dallas,32.7833333,-96.8,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2243,united states of america,houston,29.7630556,-95.3630556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2244,united states of america,round rock,30.5080556,-97.6786111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2245,united states of america,san antonio,29.4238889,-98.4933333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2246,united states of america,sherman,33.6355556,-96.6086111,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2247,united states of america,alexandria,38.8047222,-77.0472222,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2248,united states of america,charlottesville,38.0291667,-78.4769444,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2249,united states of america,richmond,37.5536111,-77.4605556,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2250,united states of america,issaquah,47.5302778,-122.0313889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2251,united states of america,seattle,47.6063889,-122.3308333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2252,united states of america,milwaukee,43.0388889,-87.9063889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2253,argentina,buenos aires,-34.5875,-58.6725,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2254,argentina,buenos aires,-34.5875,-58.6725,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2255,brazil,belo horizonte,-19.916667,-43.933333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2256,brazil,porto alegre,-30.033333,-51.2,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2257,brazil,joinville,-26.3,-48.833333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2258,brazil,sao paulo,-23.473293,-46.665803,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2259,brazil,sao paulo,-23.473293,-46.665803,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2260,brazil,campina grande do sul,-25.3,-49.083333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2261,brazil,goiania,-16.666667,-49.266667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2262,brazil,passo fundo,-28.266667,-52.4,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2263,brazil,rio de janeiro,-22.9,-43.233333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2264,canada,edmonton,53.55,-113.5,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2265,canada,burnaby,49.25,-122.95,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2266,canada,ottawa,45.416667,-75.7,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2267,canada,chicoutimi,48.433333,-71.066667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2268,canada,montreal,45.5,-73.583333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2269,canada,montreal,45.5,-73.583333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2270,chile,santiago,-33.45,-70.666667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2271,chile,santiago,-33.45,-70.666667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2272,mexico,mexico,19.434167,-99.138611,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2273,mexico,tlalnepantla,19.526944,-99.221667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2274,mexico,monterrey,25.666667,-100.316667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2275,mexico,san luis potosi,22.15,-100.983333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2276,mexico,aguascalientes,21.883333,-102.3,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2277,mexico,chihuahua,28.633333,-106.083333,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2278,mexico,mexico,19.434167,-99.138611,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2279,mexico,monterrey,25.666667,-100.316667,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2280,united states of america,guaynabo,18.3594444,-66.1113889,NCT01633112,Multiple Sclerosis,RRMS,Drug,Phase 4,1960,Novartis Investigative Site
2281,france,nimes,43.833778,4.359623,NCT02664623,Multiple Sclerosis,All,Other,N/A,182,CHRU de Nîmes - Hôpital Universitaire Carémeau
2282,france,ales,44.131126,4.087188,NCT02664623,Multiple Sclerosis,All,Other,N/A,182,CH d'Alès
2283,united states of america,new york,40.7141667,-74.0063889,NCT01900093,Multiple Sclerosis,RRMS,Drug,Phase 2,10,Icahn School of Medicine at Mount Sinai
2284,united states of america,ann arbor,42.2708333,-83.7263889,NCT02544373,Multiple Sclerosis,All,Other,N/A,175,University of Michigan Medical Center
2285,united states of america,urbana,40.1105556,-88.2072222,NCT02318576,Multiple Sclerosis,All,Other,N/A,30,Motor control research lab
2286,canada,ottawa,45.416667,-75.7,NCT02239393,Multiple Sclerosis,All,Stem Cells,Phase 2,40,Ottawa Hospital - General Campus
2287,canada,winnipeg,49.883333,-97.166667,NCT02239393,Multiple Sclerosis,All,Stem Cells,Phase 2,40,Health Sciences Centre
2288,belgium,gent,51.05,3.716667,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2289,belgium,hasselt,50.933333,5.333333,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2290,germany,ravensburg,47.783333,9.616667,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2291,germany,trier,49.75,6.633333,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2292,italy,naples,40.833333,14.25,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2293,germany,munster,51.966667,7.633333,NCT02419378,Multiple Sclerosis,RRMS,Drug,Phase 4,15,Universitätsklinikum Münster - Klinik für Allgemeine Neurologie
2294,united states of america,seattle,47.6063889,-122.3308333,NCT01800604,Multiple Sclerosis,All,Behavioral,N/A,144,University of Washington - Ninth and Jefferson Building
2295,switzerland,aarau,47.389616,8.052354,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
